id,transcript
11," Bal, gua ada doar seribu ga? Ada ala doar seribu banget nih Gua lah panci Eh, eh, menang tarik aja Eh, menang tarik aja Ini, dengan 200 ribu, mau bisa ganti kampasrem mobil dengan bandik happy duty Oke, buat senyek gua nih Buji-buji, dinyjak dalam Astau, firung Maksud gua udah waktu nyalang titan pasrem aja Pak Ini, kampasrem bandik senyek fitur, gantinya lebih terjangkau Oke Pemakain, bisa lebih panjalo Bisa lebih panjalo, ini, kali ini ada beberapa, 200 ribu 200 ribu Wow, tak kepini buat senyek gua Terus belinya, Pak Kampang Oh, bisa yang tangga seperti dias Kalian, bisa langsung ke official storenya bandik Bimana tuh? Yang ada di marketplace lah Semuanya ada Topo pedia, lazada, sopi, ada semua Oke, beli di situ aja Duda, sekarang berapa? Rapa Bandik Senya Oh, ada Pak Lorghan Ha, beli langsung Pak Oh, ada pasrem yang pertama nih Iya, lumayan Untuk pelasuk orang pertama, yang beli kampasrem bandik Di eventnya sini Karena bisa dapetin voucher Pemasakan gratis Di official partner bandik Dan jubulannya ada 100 lebih di Stur Indonesia Wow, lumayan tuh, dia pemasangan jadi kekafer, Pak Jadi belinya, online Nampak ke rumah, pasanya gratis Oh, bila Oh, apa lagi? Senya terima kasih Kita main game dulu Bandik? Oke, yang ini dibutnya bandik Kalian juga bisa lakukan activity yang menarik di sini Jadi kalau kalian ke dias, 2021, Jangan lupa mampir ke butnya bandik siak ada di dias Lokasinya di pre-function hold 1 Dan ini cuma berlaku sampai dias aja Jadi jasap ketiga alat Pal, doa nih Oh, oke, setiap, tawar dias Nampak, ganti, kampasrem yang dibut kalian dengan bandik Yang pesawat, hadir untuk mobil Anda Duh, buruk terus dibuat di bawah lagi, menituan"
12," Pengen punya mobil istrik tapi gak mau ngecak-ngecak pas lagi keluar kota Nah, ini dia jauh banyak JG-48R di super hybrid system Dia adalah SUV yang besar Mewah, nyaman 4 budinya Wow, tebel Prendaman kabine juga numero 1 Nah, jadi pertanyaan yang mau beskiri ini pasti lemot dong, nggak No, ke 100 ya Tutas dalam waktu 5,4 detik saja Wow, kita ceng banget Kalau misalkan kita cahas, dia bisa jalan 200 km Tampam gunakan benzin sama sekali, hanya baterai aja Jadi buat dalam kota, dia kayak mobil istrik Tapi kalau misalkan kita tiba-tiba mendadak, ada urusan keluar kota atau kita misalkan, oh lu, lupa semalam ngecas Gepde jalan dong, tenang Dia bisa diisi benzin Dan kalau misalkan benzin yang full dan baterainya full Itu bisa sampai 1300 km sekali penuh Nah, kenal bisa gitu, karena dia punya masing hybrid Yang irit, dia ada satu mesin benzin Dan ada tiga motor listriknya Di jas ini juga ditambilin model yang udah di modifikasi Tuh lihat, dia pake bad extreme Depatnya dikasih bersih lagi, sama lampu Terus di atasnya dikasih roof-fresh sama ada roof-boxnya Keren banget kan Tapi ini nggak cuma sekedar cosplay Karena dia bisa off-road beneran, dia punya penggerak oil drive Dengan sistem ardis yang di desain sama jaguar lampover Terus, nggak cuma itu doang Dia juga punya drive mode yang banyak Plus suspensinya, nyaman sekali karena dia pakai suspensi CBC magnetic suspension Pop-pan Dan kalau misalkan kalian pakenya full listrik Dia juga punya jaco j5 dan bisa dipesan dari sekarang Dia nggak cuma ganteng, tapi tenaknya besar Kayak jed lapan Engine power-s dan 42ps Motor power-nya 203ps Dan torsion engine-nya 129 km karena pakai turbo Motor listriknya punya torsion 309 km Cuma itu, harganya juga lebih terjangkau Jed lapan, harganya 850 km di tarup ya Kalau yang ini, harganya 499 km di tarup ya saja Dan di jasih ini kita nggak cuma bisa lihat jet mobilnya aja Tapi bisa test drive juga Yuk, kita langsung ke tempat test drive Wut, kita banget udah ambil dapang Ini kayaknya bisa seratus kalau kita kan jutin Aman nggak ya, kalau kita kebanjiran banyaran Karena air ada EV water obstacle Wow Apa dong, tetus saja Jadi buat teman-teman bisa langsung aja ke Holes 9sbst Selama jas berlangsung dan datangin Wutnya Jeko di sini"
13," Pak, ada motor buat orang ganteng banget Apa tuh? Skomadi Ui, liat Ini sama di kaya punya gue nih Oh jadi pernah liat nih gue? Ganteng banget kan? Ganteng banget nih Komadi yang Adventure Series Ui, juga enteng di ganteng banget Jadi dia skutik, ya kan retro Tapi bisa buat... Terus, ini ada yang versi Frank Sanderson Frank Sanderson? Jadi yang buat kan namanya Frank Sanderson? Betul, nah dia bikin idealisik khusus dia Ui nih, ini motor Deren warnanya Pak? Ganteng banget Pak Ini, terus ada yang dewa, limited edition Ini, ini bagus ya Pak? Iya, ganteng Yang masuk sini ada 100 Karena tinggal, dia gak nyapes 10 katanya Wow, puru puru puru beli Pak Jadi belum dong nih yang beli ini Terus ada yang baru Jadi ini skomadi turisme picolo Color your way, baru launching hari ini Buru launching hari ini Di mana dia punya 9 pilihan warna? Ini, warnanya Dan warnanya terinspirasi dari super car Wow, ini... Kita ada begini super car, Pak? Mulai dari lock desk di metallik Majestic, file-metallik Dan kawan-kawan, ya? Coba, duduk Pak Kayanya... Duduk dong Eh, mau di beli ini gue nih Kandung Hah, coba cokkin buat gue Pak? Ganteng banget Terus tipa yang color your way ini Langsung dapat fly screen Oh, gak perlu nambah nih Selama kalau kita lihat Yang belakang, ya? Berlaku belakangnya, dia kurun juga Kaya tersebut ada, ada, ada Langsung dapat kalau beli yang dipot color your way Wai, cakap, cakap, ganteng Mau di beli ini Pak? Jadi Pak? Kan gue bilang Ini motor aja untuk buat karam ganteng Oh, ya saya gak kan, tungsi Banyak gue punya Wow, sama kalau teman-teman digias Beli skomadi misalnya dapat 2 tahun Free service Jadi 2 tahun Udah tinggalisi benzine 2an Ui, banyak banget ya Free service yang skerpart lagi Udah, kan? Mantuk banget Jadi buat teman-teman, bisa langsung kejias langsung ke haul 11.5 Di sini, kalian bisa rakyat motor-motor skomadi Dan kalau belum, kalian bisa lihat pala ada di sini Lu, gue jadi sayang Gak di beliin karena saya gak ganteng nih Udah"
14," lo tau bwidi atau 1 minih harga jam berapa nggak? tau lah berapa ya? murah ini start dari 195 juta sampai? 230 juta harga biasa udah belajar ya murah kata-nya mulai jadi ini mobilis rik yang kecil lebih bintunya langkap ya di bawah 200 juta ada dapat di garis kilo tapi ada yang lebih keren lagi apa tuh? harga jidung mereka ya kan? kalau kita beli langsung dapat kaca film solar gar masalah sudah apa? selesai kan? kan apa? selagat, udah dipercaya jadi oemnya bwidi uuh, enak banget tapi ya? ga cuma bwidi apa dong? masih ada lagi? pasti banyak lagi gitu, minitsubisi finpas Nissan juga udah adem keren tangga-adem, pakai solar gar tapi kalau misalkan, kaca film kalian belum pakai solar gar, dihias ada peromomanarik ya, udah sampai kita di butnya solar gar yang ada di pre-function hole 9B disini kita bisa langsung ngetes seberapa adem kaca film solar gar kalian juga bisa lihat langsung kaca film S-perti apa dan disini ada tamber dari kota sikal jadi kalau kalian beli ppf solar gar, langsung dapat nih gratis dan solar gar juga sudah tersebar ini 7.6 kota di seluruh Indonesia dan kita juga bisa tes seberapa kuat ppf solar gar dan kemampuan selfie-lingnya nah, solar gar, berani bikin pengetesan life seperti ini karena, Sengo Bay sudah berusia lebih dari 3.10 tahun dan solar gar sendiri di Indonesia sudah 30 tahun lebih nah, buat teman-teman yang mau pasang kaca film solar gar dan ppf solar gar kalau kalian transaksi selama gias 2021 ini kalian bisa dapetin diskolop ppf sampai dengan 10 juta rupiah dan untuk kaca film sampai dengan 50% diskonya gas langsung ke gias ke butnya solar gar"
15," itu ke pengen ke solusi tapi gak ada ngeajak terlalu gue mau sefa kegiat yang mari doran nih, jago temut di video nya nonton kan ajatan sefa ada, farhan, farhan bikin konten apaan sih, jadi gue detect kan bagaimana, gue kan depan hajak lu kemarin ya udah gue bantuin ya, sampai gue bisa ambil mobil ya cuma kemar itu udah salah kostum kayaknya belum mandi juga gitu loh terus kan, tonus itu dia dihajak kenapa tahun ini harus dihajak lagi gitu kalau mau pesana itu, efort sendiri lah gitu gak enak sol ya, kalau sama sefa diketawat wow, kok dia mengi itu ya darihajak kemarin, mengi tadihajak lagi lu ngjak gitu gak enak juga, gue ngepras teguan tegual ini tau ya kan dan gue seri tek tek lah, pras tegulah cuma dimencana aja"
16," Mr. Box yang kemarin dcl. Indonesia akhirnya dibuka. Ini diaisinya Mitsubishi Testinator. SUV 7C terini punya dibensi yang besar. Panjangnya 4,80 mm, lebarnya 1,80 mm, dan grang kuliah nesnya 244 mm. Udah kaya grang ternyata paji-rosport. Tinggi banget! Masuk ke dalam interiornya kita akan disambut dengan jok yang udah kulit dengan elektrik seat. Diatas kita dapat kepad norobik sandruf yang besar dan bisa dibuka. Terus, ternyata dia sudah tilt dan tele-skopik dengan linkar berbahang kulit yang keren. Terus kalau kita lihat disini, ada-nya sudah ada. Terus pencet ini buat kamera 360 seperti ini. Ya, speedometer sudah digital. Dan kalau kita lihat lagi, dia sudah pakai warles-sape car play dan Android Auto. So audio-nya juga dia sudah pakai audio dari Yamaha disini. Dan asing-nya pakai dual zone kiri kanan bisa beda. Nah, rasmi-sini sendiri dia pakai CVT, ada pustar-stop engine batan, drive mode sama electronic parking brake. Terus kalau kita ubuk disini, ada storage yang besar. Dan kalau disini kita luka sudah soft opening, okorannya juga sangat besar. Karena kita lihat bagaimana belakangnya. Baris kedua-duanya dia lega kanan kiri-nya lebar kita bisa jadi kanyalah bahwa kutengah ini jadi amres. Terus kalau mau autonasi ada disini, ventilasi asinya ada di bagian samping, bahkan sampai ke baris 3 itu asinya ada di atas tabu blauernya. Terus kita juga dapat meja buat makan dan kalau misalkan kita ngerasa, belakangnya harus dapat legung lebih tinggal di maju saja. Jauh, jauh, selainnya. Jauh, sekarang kita ke belakang. Masuk ases belakang juga gampang karena sudah pakai one-touch sambil. Dan di belakang sini kalau misalkan tangannya kita majuin dapat legung yang lega, terus kalau kita ngerasa kurangnya man, tinggal di mundurin lagi aja. Kita bisa duduk lebih rebah. Dan baris ketiga, nggak jadi anak kiri. Kenapa karena kita dapat asinya dia begini atas. Terus sebelahkan ada cup holder sama tempat buat taruh HP disini. Kalau mau ngecas juga ada USB-A, USB-C, dan kalau kita mau baga sih lebih lega, tinggal dilipe terata lantai aja. Kalau terasa masih kurang, tenang. Kita masih dapat storage di bawah sini yang cukup besar. Dan dia sudah pakai power back door. Sama kalau misalkan bang kita bocor, tenang aja. Dia masih dikasih bantara di bagian bawah sini. Itu dia bisa bisa disini. Gimana menurut kalian? Coba komen di bawah. Dan buat temen-temen yang mau test drive langsung aja kesenayan park. Sampai tanggal 20 juli ini. Terus digias, nanti akan diwumkan berapa harganya. Plus kalian bisa test drive disana. Kira-kira berapa yang harganya ya?"
17," Bok besar yang diangkut pake helikop, ternyata pake GBK, sekarang ada di sarina tamrin. Dan di dalamnya ini ada mobil baru yang akan dilampung di langsung di subiisi. Katanya, di dalam kotak ini ada mobil terbaru dari misu biisi. Mbencinya turbo, 7 penumpang, lega, dan ada sellen kapu. Piot, kayak tindip. Pokoknya, kalau katami subiisi, mah, mereka lagi nyapin mobil baru, yang lebih nyaman, lebih lega, dan lebih cocok, buat keluarga. Kira-kira tau nggak mobil apaan? Coba komen di bawah, yang benar, kirimin saya pusah. Atau kalian pengembangkan dapparin hadiah beneran? Langsung aja, kesini ikutan foto hand challenge dengan foto di depan box gede ini. Siapa tau kan, dapat hadiah beneran? Sip. Terus jangan lupa, mantangnya terus sosialnya di nyam<|id|> karena tanggal 17 nanti, kita akan nonton bareng-bareng war premiernya mobilnya ada di box ini. Nah, kira-kira apa? Kira tuh buji obanya di sana."
18," setelah saya juga turde asian, dan mobilnya akan kita tinggal karena nanti setelah dia akan kita akan balik lagi kemudian kita berangkat lagi menuju cina nah semua barang, di mobilnya kita tinggal ya termasuk itu gitu, kita ini sangat kepakai sekali ya, turtama ini automatic tire repair kit ya, jadi dia bisa menambal bantuan dengan instant ya, jadi ada caranya tapi yang paling kepakai ini ya karena beberapa kali di port lang kita kekurangan angin kemudian di Thailand kita kekurangan angin lagi, jadi ini kepakai buat ngisi angin kemudian negiban bakar, ternyata gak kepakai karena kita menemukan banyak pombensin di spanyang asian dari Malaysia, Thailand, Cambodia, Sampai Laus itu gak ada masalah nah terus ini kita pakai buat jaga-gaga kalau misalkan kita harus ganti ban jadi kalau misalkan ban kita nampen cah kita mesti ganti ban syrup, mesti buka buka baut, gitu kan lebih cepet, kekalak naat sebagai ini impact, kekuan-kekuan, turkit mesinanya juga kepakai buat kencang-kencangin apart-part, kayak misalkan member bawah sama roof red kita, jadi spanja perjalan ini, mobil berketar, jalan goyang, gitu biasanya bawa baut suka agakendorma kayak sedikit kencang-kencangin dan kita pasti kan semua perjalan kita selamat jadi turkit ini akan kita tinggal disini dan kita akan balik ke Indonesia pokoknya kalau urusan power tool satu turkit pakai mesin ayah saja, turkitnya select ganti baru dan untuk power toolsnya kalau misalkan itu select sp-part, tersebutnya dan surface hunternya ada di mana-mana"
19," Jadi di perjalanan 1 milen jurni edisi turde asian ini kita melawat i Lan Dan kita mampir ke fabric puruk Kawabetri untuk silaturah mi dan sekalian ganti aki di salah satu mobil kita ini Di Thailand kita bertemu dengan Kawamurasan, selaku deputemenaging direkter puruk Kawabetai Lan Nah, jadi kita udah bersama Mr Kawasan Ya, dari puruk Kawabetri haylan Liau ini adalah vice president dari puruk Kawabetri Adedari ini, Hello Mr Kawasan Di sini juga kita diajak untuk melihat bagaimana puruk Kawabetri dibuat dari fabric hal langsung Meskipun nggak bisa direkkan kita bisa lihat langsung bagaimana puruk Kawabetri itu dibuat dengan standar yang tinggi Jadi tadi kita baru masuk ke dalam fabricnya, kita melihat process bagaimana sebuah Nah, telah silaturah mi komunikasi sampai ganti aki mobil kita, akhirnya kita berpamitan untuk kembali melajukan perjalanan turde asian Prasanya tenang sekali ya kalau kita perjalanan jauh menggunakan aki yang sudah dipercaya lebih dari 100 tahun Dan bisa punya fabric di jepang, tailan, dan Indonesia Itu dikarena kan puruk Kawabetri itu konsisten bangun kualitas Bukan hanya jual produk, mentanya bisa bertubuh besar seperti sekarang"
20," kami ditahan oleh polisi di Daerah Kambuja ya semotor bermula, pas kita lagi arah mau solatan juk at dari sini dan kemudian pas berjalanan ada rajia lucunya adalah mobil lain semua lewat, tidak mobil kami di panggil untuk berhenti kemudian ternyata langsung lihat hal biasa, dia kemintan namanya SIM pas kita datang dari border tenda ke Kambuja kami tuh sudah punya SIM yang diberikan dari biak border ada muka nya, ada foto mobil nya, ada di belakang no, no, no, Kambuian license, dia butuh SIM Kambuja kita memang tahu SIM Kambuja, tapi kita punya SIM intrasional nah, kemudian bangrit unutannya, oke, kalau SIM Kambu nya gak ada SIM intrasional ada boleh gak oh yes, yes, ini yang kita butuhkan bangrit, wang keluar kan SIM intrasional nya dan diberapa? oh, no, no, no, no Kambu dia karena di dalam SIM intrasional, memang gak ada kesana negara cuma betul sih SIM intrasional dia bilang gak ada kambu dia yang gak bisa akhirnya kita cukup panik, kita kontek sama orang lokal yang memang udah lama di Kambuja memang dapat isu ya, bahwa memang polisi di sini itu memang suka banget dia untuk ganggu lah isilah nya kenapa kami bambah begitu? karena pada akhirnya selang beropanya kayak lebar, kan ada kesalahannya kita punya SIM intrasional, tapi memang disangat ada tujuan kambu dia akhirnya minitala 300 dolar mahal banget dong, itu kan main ya untuk harga segitu ya kita mintak nego dengan orang lokal ya dapalah harga di 50 dolar dari itu pun gak sesa, yang biskasi duit itu pun pas mau keluar, dia masih mintak lagi dengan wang rokok ya, sekitar 4 riburil yang gak salah ya wang lokal di sini dan kemudian belum sesepen sana di dalam SIM, saya sih sih itu aku lagi lepon saja, lepon orang lokal buat mintak datang ya itu disuruh no foto, no foto yang aku gak foto, aku lagi lepon dia bilang sini hapingnya, dia habis haping dia buka kaleri bukti kalau kamu gak foto mereka dan mereka tuh pas ada tim kita datang juga mereka tuh mati matinya pokoknya gak boleh ada foto sama sekali kan menjelikan kan ya, kalau memang itu rancang legal kenapa aku di foto? so ya, itu lah, kisa kita di kambuja untungnya kita semua bisa kembali dengan selamat ya, kambuja sungguh penuh kesan kita lanjut lagi, menurut juga border menurut ya"
21," Baikker asal Indonesia ini terjemput di border perbatasan Thailand selama dua bulan hari, karena ada akuran baru. Perebitan sebelumnya, kami sudah menyeti darimalaysia dan tinggalin motor di Johor baru untuk lanjut backpacker ke Singapura. Nah, setelah ke ekskwater garasin apa, kami pun lanjut menyetiir menuju ke border Thailand. Dulu yang buat menitaskan Thailand, itu semua normal aja, selama dukung benar-kapa, pasti itu tinggal gampang yang menitaskan border aja. Maserannya adalah, ternyata ada asulan baru yang baru di tegakan beberapa minggu lalu. Mobile di normalaysia ada Singapura, pokok itu di luarnya, wajib ada sulit rekomendasi dari kedutahan. Bahkan di border itu sudah dikasih kontek travel agent buat nguseng kita. Jadi ini memang legal yang garib buat gitu loh. Dan biar itu bahawa, rupanya itu masuk ke border, butuh biasanya 50$ per kendaraan. Sekitar yang lama senang jutaan lah ya. Dan atran ini sudah berlaku di semua border ya, Baikbid, border yang betong atau border yang sadau. That info ini kami dapat dari bangda yang yang udah tertahan berhari-hari di border. So ya, berkak info dari beliau, kami tuh udah ajunnya perniaga sebelum masuk ke Thailand. Ya, kita 4-5 hari sebelumnya ya. Jadi, kovirmasi dah sembunin tas. Pokoknya, thank you banget buat bangda yang ya. Muala sitasnya adalah, kita gak bisa jadi empatok kan. Pengalaman orang-orang sebelumnya, suatu atran border bisa berubah ke panpun. Dan kalau mau aman ya, selalu seperuang waktu lebih-lebih ya. Karena itu selalu kau roti-litau segara, perabila belumnya tuh kayak diarbit-cerasi dah banyak hal di world prediction. So ya, itu luat update di atu penjara kita yang kletiling roti asian ini, sembunyi informi membantu. Dan kalau kamu ada update atau bernanya itu itu, info di kolom komentar ya. Habis dari Thailand, kami ke langsung jogi melujuk ke Kampuja. Dapat info ini sekarang Kampuja, lagi ada problem dengan border Thailand. Kita belum tahu ya, cuma ada berbaik-baik info katanya, ada border yang aman, ada border conflict. So ya, tunggu habis kami, udah dah."
22," Nah, kayak alok orang lain, itu biasanya cita-cita, ya, beli rumah punya pekerjaan yang tetap gitu kan? Dia rumahnya tidak tetap, betul. Awalnya gimana dimana jadi beli keperfet? Ya aku pinya tuh pernah tidur di SVPU, pernah tidur juga di kaya tepat ibadah, berarti itu perlu malam-malam dengan guin. Karena aku ada barang yang ada isiknya, dikasih yang udah tau. Apa isinya solar? Ah, bimbnya apa, pertalan ini ya?"
23," Ada sedikit masalah, kawan. Jadi, kami kan mau lintas Border, dari Thailand ke Kampurja. Masalahnya itu lagi hebobarita perang. Ini sekarang kami jadi info, buat maksudnya dulu, disanya berang atau tidak. So ya, Wish was luck. Parah IPL sebelumnya, kami sudah keliling negara Malaysia. Kemudian kita mahi kesingapuran dan akhirnya nyetir kembali putuh ke Malaysia menyebrang ke Thailand Lewat Border. Nah, pasti Border itu, kita sendiri Border Exitnya itu dari awal. Nah, itu ada beberapa opsi. Saya kumpul Exit itu kembali ke Malaysia. Atau mau Exit via negara Laos atau Exit ke Kampurja. Kemudian kita sudah memang banyak isusi tentang Kampurja Tele bagi Kampurink. Cuman, kami itu ngobrol sama agenya di Border Katanya sih, kumpulnya cuma di Border bagi mutara. Selatanya itu aman. Makanya kami ngomong, oke, kami habis selan mau Exitnya ke Kampurja. Masalahnya hamin satu pasbohnya, berang, muncul Kampurink lagi, main tembak-tembak kan ngara, hanya udah keperang. Emak sih, pas kami jalan kebohon yang Kampurja, itu sudah ada banyak posetaran, tapi sehat, tapi seokok. Nah, seapa ni buduk Kampurja, kami tuh udah mulai mikir kayak ada kemungkinan, situ kayak banyak koruklah atau mungkin bai bia-bia nampahan. Terlengyata di luar juga, ada Border Kampurja sangat lama. Ya, kami happy banget, karena satu sangat-sangat ngebantu banget dan enggak ada bia apapun. No, pungri-pungri kita dibantu bahwa orangnya penuh dengan senyuman. So, yang ke serta pertama kami, menuju ke Kampurja, luar Border baga selatan, itu sangat happy. Masalahnya di sini, ke bagian kami hanya terjadi di awal. Pas masuk Kampurja, dan dapat istirien yang bisa kamu cek di igainya bangrit luarnya, detailnya akan kami akan citain nanti, segalang kami mau nyatir dulu."
24," Sudah keling Indonesia sekarang lagi keling ASEAN Nama pertanyaannya, 2-3 ini sudah jalan berapa kilometresnya totalnya Kita mulai dari 3-8 dulu Kita buka mobilnya Kemudian kita cek di speedometer Kita sudah jalan 26.7702 km Dan ini tuh sekarang kita lagi ATW kebangkok Alias dari puket kebangkok itu sekitar 800 km Jadi kita masih ada sekitar 400 km lagi untuk jalan Nabu buat teman-teman yang pengen lihat update Berapa kilometre total mobilin secara life Kalian bisa langsung ke GPS.ID Di situ, kalian bisa lihat dan ngetrek di mana 2-3 sekarang Dan kalian juga bisa lihat berapa kilometre yang sudah ditembu Termasuk yang mobil ini Dan trekkernya ini juga sangat canggit Jadi kalau bisa ngakitkan terpisah Gua pun juga bisa ngacak Tampilan interior sama Tampilan di luar seperti apa Karena dia sudah di dalam kapa-i dengan kamera buat dalam dan luar Jadi ada deskripsnya lah Cuma bisa di lag live Tapi kalian nggak bisa lihat lag itu cuma buat kita aja Dan teman-teman juga bisa langsung masuk ke Instagram ATW 2-3 Di deskripsinya tuh adalah langsung link buat ngecek kita dari mana Dan sudah berapa kilometre yang ditembu dengan 2 mobil ini Let's go"
25," Bismillahirrahmanirrahim Bismillahirrahim Jalan lagi Imam Kira bisa ikutin lagi karena kita berjara Jadi Ancer pekerbang kok kemini masyar Dua minggu kejalanan ke ya Dua minggu jadi lebih cepat ya Dua minggu ke ya Bicepat Dalam dua hari saja Dalam dua hari tempror Harian alih Salam malik, balik, balik, balik, balik, balik, balik Salam malik, balik, balik, balik, balik Kira Kupangkan Kusina Kati-pah Kati-pah Kusedia Kati-pah Kati-pah Kati-pah Kati-pah Kasi-lap Kasi-lap"
26," Ada kapan buruk seperti yang kita batal BOTMobile menjebrang ke Singapura? Pada Eiffel sebelumnya, kami meninggalkan sih rangga di Bali dan terbang ke Kuala Lumpur untuk bertemu dengan bang Ritwan dan juga sini, One Million Jony dan kami penemulai Roti Keling Asya. 3 hari pertama kami haggiskan dengan ekspon dengan Malaysia, terik Kuala Lumpur melakakai ke Johor baru. Nah, pas memasuk ke negara Singapur, kami tuh ada beberapa timangan, jadi kami batal buat BOTMobile Masus di KAPURA. Yai pertama adalah Singapur ada di ujung daratannya Asian. Jadi kalau kita masuk ke dukungan dari jauh yang sama, dan kita tuh ketika jalan butuh gitu loh. Loi kedua, Singapur tuh kecil ya, dari ujung-kukujung, itu hanya butuh buat lebih jaham. Jadi ya, kalau BOTMobile tidak rewording gitu loh. Samai ketiga, cari pake susah banget di Singapura. Dan ini ada siasat-i arti yang bikin semuanya lebih mahal. Cuma ke bagaimana bira adalah, pelabik transport di Singapur ini ke sudah canggi banget ya kemanamanan cukup dengan MRT. Jadi kita ada gbaas. Dia makan kok BOTMobile ke Abangnya ya. Mungkin kok pergi ke situ hanya butuh beberapa bervin. Tapi kok CK Parkit yang bisa bayar jangga ya, dari tuh sakat tidak tidak lapisian. Namun pas kita di Singapur, lagi kita lapis banget. Karena kita bisa ekpore semua disinasih hanya dengan burst dan MRT dan semua terhubungan selesai baik. So yang lebih hemat-duit banyak. Karena kenapa harga disini mahal-mahaal. Dan harga yang disini gak ngota. Riat, aku ada 3 dolar 10 sen. Sekian, 4 dolar. 5 dari Benzin. Ini ada tepat tinggal kita yang paling murah ya. Harganya 3 juta per malang. 3 kali 4 lebih mahal dan ini pun tidurnya ala barat tentang raboi. Dan ini bisa buat 7 orang sih. Jadi kita sewa buat 2 malang harga ya total 6 juta. Kita mahal berbandingin sebelum mahal Singapur versus Vales ya. Belum lagi hotel-hotel biasa. Dan sekarang kita sudah selesai di Singapur. Kita akan kembali ke Malaysia ya, pas udah johar baru. Dan kita lagi bersyep-syep luk maju ke negara berikutnya. Ya itu adalah Thailand. Kita akan masuk ke bontor baru, gak kebingung. Si gue kenal pendek begini terus. Oke, soal tetat terus, untuk pendukang kita di Asia. Karah."
27," mobil ini sudah jadi barangnya sudah berjadik yang kita inden itu sudah nyampai di wooling solo bumper lampu sama nipasiknya ini fender sama kancengnya sekarang kita mengambil spare partnya ke solo dan kita kecepnya package chat dan furnace dari auto glow let's go, kita jalan di"
28," Jadi serikit perubahan lencana, kawan-kawan. Kalo mulai trip kita yang antetek udah kelar. Cuman yang memang masih bevideo, tapi saat yang belum biadeet ya. Tiba-tiba! Kinta napan chat ya, dari kawan kita apa-berituan bilang, kebukaan ada dua asik kosong buat trip yang asian. Suka keman itu kami udah ambil kongsi dengan juga. Habis antetek itu kita mau sisen mana nih? Kita nantanya ya sisen gak asian. Dan kebetulan ya? Tripnya beliau itu warnirin juni, kliling semua beberapa negara asian. Jadi makanya kita gaskan. Ya, jadi sekarang kita akan tinggalkan langga dulu ya. Kita tinggalkan dia di Bali, nitip di tempatnya sih bang Ricky Santoso. Terima kasih banget. Dan sekarang kita terbang gas langsung burukkan. Asa! Gak gao! Kami langsung terbang dari Bali menuju ke kolom port. Nah, di sana kami langsung disambut dengan bang rituan bersama dan team dari 1 minit juni. Semuanya kita lebih jauh, aku tuh mau cerita tentang bagaimana cara kita bawa mobil buat kliling asian ya. Ini rupte yang gampangnya. Jadi kau kalian lihat di peta, saya tempat penderedakkan baga kolom port itu dari taning balai ya. Ada punya belakanya sebenarnya, motor sila di sana. Cuman masalahnya adalah mobil gak bisa lewat sana. Jadi hanya ada duak cara buat kamu bawa mobil dari Indonesia ke Malaysia. Ya pertama adalah kamu kira-kontainer dari Jakarta ke kolom port yang lewat pokoklah juga. Harganya itu 45 juta cowayah, sangat mahal. Opsi kedua lebih manusiawi adalah lewat sarawak. Ya, sarawak bisa kira, pakai roro langsung lebih juka port pelangnya ada di kualupur juga. Harganya 9,3 jutaan lah per mobilnya. Lebih manusiawi kan, cuma perambalnya adalah kamu pasti harus bawa mobil itu kepontian lah, dari pontian kamu bawa naya, sampai ke sarawak baru kamu kira-kana. Itu adalah untuk proses dari pengiliman mobilnya. Berikutnya dokumen yang wajib besiapkan itu adalah pasti, adalah karnet ya, karnetnya udah pasas. Itu ya adalah paspor buat mobil. Jadi, ke depan ada paspor ini kamu bisa ke berbagai negara yang kamu tujuh, yang aku tahu ada sementara-sementara. Harganya itu kisaran 6 juta untuk bikin paspor karnet ini ya, dan kemudian butuh deposit 25% dari harga mobil. Cee kalau mobil sosial juta ya, depositnya sekitar 25 juta. Tapi ini ternangkali balikin keuangnya kan cuma deposit. Nah, itu sementara untuk dokumen, dan juga biaya-yanya. Nanti antar motor, aku bakal update kepada kalian tentang ya, beberapa biaya-nya, apapak proses dournya, sosial farpan kita adalah dengan bangdeh rituan, dari kolum bor, kita main kesingapur, hal besi ngapur, kayak naik ke atas leopatiti mau mujuh ke bordernya Thailand. Nah, dari sana-kannya terus ya, kita main kekambuja, main ke laos, dan main ke fitnam, sebelum nanti nya akan lanjut lagi ke lebih cal. Cuma kita gak susah spil, dan pilih aja aku spil lebih lanjut nih video berikutnya. Dada!"
